"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0529087","To perform the firmware upgrade on   ROIASP-PSC1 Powerstore Array which is located in Iasi Location","","2025-08-06 01:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Dell vendor will be fixing the issue if any

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 Hours
","10304 - Iasi - Romania","2025-07-22 10:08:00","Hardware","All Servers","Successful","2025-08-07 04:14:41"
"CHG0529200","EMEA - Blois chid TCS - Switch Replacement Planning and tasks - August, 6th","Gauthier, Guillaume","2025-08-06 02:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 08:42:31","Network","Network Gear","Successful","2025-08-11 06:24:22"
"CHG0529187","EMEA - Blois Parent - Switch Replacement Planning and tasks - August, 6th","Gauthier, Guillaume","2025-08-06 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 03:05:23","Network","Network Gear","Successful","2025-08-11 06:23:18"
"CHG0529201","EMEA - Blois - Child TCS - Switch Replacement Planning and tasks - August, 8th","Gauthier, Guillaume","2025-08-06 02:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 08:50:58","Network","Network Gear","Successful","2025-08-11 06:27:25"
"CHG0529090"," To perform the firmware upgrade on   PLKRAP-PSC1 Powerstore Array which is in Technical Centre Krakow Location","","2025-08-06 08:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Dell vendor will be fixing the issue if any

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 Hours
","20028 - Technical Center Krakow","2025-07-22 10:13:19","Hardware","All Servers","Successful","2025-08-07 04:16:28"
"CHG0529189","EMEA - Blois - Parent - Switch Replacement Planning and tasks - August, 8th","Gauthier, Guillaume","2025-08-08 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 03:26:25","Network","Network Gear","Successful","2025-08-11 06:26:12"
"CHG0529250","Domain Change activity ( DelphiDrive to PHINIA ) - ROBUHP-AP04 and ROBUHP-AP06","","2025-08-08 04:30:16","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

1) We will login into server.
2) We will add server in DelphiDrive Domain. 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

20 Minutes . Yes 
","10657 - Bucharest - Romania","2025-08-05 10:28:34","Hardware","Windows Server","Successful","2025-09-16 08:59:24"
"CHG0529258","Migrate ""IASVSSQL1"", ""ROIAS-AP09"", ""ROIAS-AP10"", ""ROIAS-DB05"" & ""ROIASP-LIS01"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-08 11:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 
","10304 - Iasi - Romania","2025-08-06 01:30:00","Hardware","All Servers","Successful","2025-09-22 05:58:49"
"CHG0529276","Migrate ""ROIAS-AP07"" and ""ROIASP-DP01""in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-09 08:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 
","10304 - Iasi - Romania","2025-08-07 05:29:40","Hardware","All Servers","Successful","2025-09-22 05:25:12"
"CHG0529274","Migrate ""ROIAS-DB04"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-09 08:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours ","10304 - Iasi - Romania","2025-08-07 05:05:14","Hardware","All Servers","Successful","2025-09-22 05:32:44"
"CHG0529280","Migrate ""IASVSAPP1"", ""ROIAS-AP04"" and ""ROIAS-AP08"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-10 08:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 
","10304 - Iasi - Romania","2025-08-07 05:47:52","Hardware","All Servers","Successful","2025-09-22 05:26:53"
"CHG0529271","Americas - Database related file systems is running out of space in NLSKPDA24 server ","","2025-08-11 06:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
1.Reduce volume size. 
2. Restore from backup.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 Hour (yes)","10671 - Amsterdam CoLocation","2025-08-06 10:45:22","Hardware","Linux Server","Successful","2025-09-15 11:13:09"
"CHG0529296","Migrate ""ROIAS-AP05"", ""ROIAS-AP06"", ""ROIAS-DB02"" & ""ROIAS-DB03"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-11 09:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 
","10304 - Iasi - Romania","2025-08-07 15:56:18","Hardware","All Servers","Successful","2025-09-22 06:02:14"
"CHG0529248","EMEA: 00202Blois/FR  - LAN network upgrade - Multi PSP PHINIA Parent change","Gauthier, Guillaume","2025-08-13 04:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention the step-by-step procedure of the back-out plan.  
Power up the old equipment and reconnect all the required connections.
Q. What is the duration required to perform the backout plan, and is it included in the scheduled window?  
1hour","00202 - Blois - France","2025-08-05 10:43:59","Network","IP Switch","Successful","2025-09-16 11:26:30"
"CHG0529278","Perform Yell test on Servers DelphiDrive to PHINIA Domain Change Project ) : NLNHSRKP-DXC01 / NLNHSRKP-DXC02 /NLNHSRKP-DXC03","","2025-08-14 04:30:50","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Power on the servers

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

During the same scheduled window. 
","10671 - Amsterdam CoLocation","2025-08-07 07:04:25","Hardware","Windows Server","Successful","2025-08-18 09:11:45"
"CHG0529297","Migrate ""IASADDS1"", ""ROIADB01"" & ""ROIASP-DC11"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-14 09:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 

","10304 - Iasi - Romania","2025-08-07 16:26:14","Hardware","All Servers","Successful","2025-09-22 05:40:15"
"CHG0529298","Migrate ""ROIAS-LDB02"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-14 10:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 
","10304 - Iasi - Romania","2025-08-07 16:31:46","Hardware","All Servers","Successful","2025-09-22 06:03:53"
"CHG0529355","Taking databases Offline and then Uninstalling SQL Server as its no longer being used","","2025-08-15 06:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
DB'S are being taken offline, as of now, so if an issueis reported it can be brough back online in a few mins.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
10 mins. 
","10671 - Amsterdam CoLocation","2025-08-12 12:10:16","Hardware","Windows Server","Successful","2025-09-15 12:20:30"
"CHG0529359","Taking databases Offline and then Uninstalling SQL Server as its no longer being used","","2025-08-15 06:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
DB'S are being taken offline, as of now, so if an issueis reported it can be brough back online in a few mins.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
10 mins. 
","10671 - Amsterdam CoLocation","2025-08-12 12:49:05","Hardware","Windows Server","Successful","2025-09-29 12:13:03"
"CHG0529299","Migrate ""ROIAS-FP03"" in Iasi-Romania from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-15 09:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Iasi-Romania Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

2 Hours 

","10304 - Iasi - Romania","2025-08-07 16:48:35","Hardware","All Servers","Successful","2025-09-22 05:42:11"
"CHG0529358","Yell Test for  the servers for decom process. ","","2025-08-15 12:14:49","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

We will power on the servers 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

10 mins . Yes
","10671 - Amsterdam CoLocation","2025-08-12 12:19:33","Hardware","Windows Server","Successful","2025-08-27 04:27:44"
"CHG0529257","Enterprise- Pre-Approved Apply MS Security patches (Aug-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-08-15 22:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-08-05 22:46:45","Hardware","Windows Server","Successful","2025-09-11 09:40:04"
"CHG0529386","Americas - INFAP Database restart hosted on NLSKPDA22.phinia.local ","","2025-08-16 23:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Its DB bounce only. We are not implementing any changes in the datavase

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Yes
","10671 - Amsterdam CoLocation","2025-08-13 07:13:33","Hardware","Linux Server","Successful","2025-08-27 06:44:14"
"CHG0529177","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM -August2025","Chava, Sri","2025-08-17 00:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included
","20005 - Azure Europe West","2025-07-30 09:11:05","Hardware","Windows Server","Successful","2025-08-27 03:39:34"
"CHG0529285"," To perform the firmware upgrade on  TRIZMP-PSC1 Powerstore Array which is in Izmir Location","","2025-08-18 00:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Dell vendor will be fixing the issue if any

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 Hours
","00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1)","2025-08-07 08:19:06","Hardware","All Servers","Successful","2025-08-20 04:47:53"
"CHG0529417","Format: Region Affected (EMEA) -Short description of change activity - AZUREUW-DB018   Domain Change Activity - DelphiDrive to PHINIA","","2025-08-22 12:30:34","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

We will revert snapshot 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

20 Mins 
","20005 - Azure Europe West","2025-08-15 06:37:12","Hardware","Windows Server","Successful","2025-08-25 05:15:09"
"CHG0529437","Enterprise: Pre- Approved: Apply MS Security patches (Aug  - 2025) on Production Servers (4th weekend)- Reboot required","","2025-08-29 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-08-18 18:22:25","Hardware","Windows Server","Successful","2025-09-09 06:56:35"
"CHG0529500","Migrate ""KRAADDS1"" in Krakow-Poland from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-08-30 11:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Migrate the server back from new infra new infra (VxRail & PowerStore)  to old infra (HPE & NetApp) in Krakow-Poland Datacenter 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

1 Hour
","20028 - Technical Center Krakow","2025-08-27 01:36:40","Hardware","All Servers","Successful","2025-09-22 06:00:36"
"CHG0529524","Format: Region Affected(EMEA) - Yell Test for NLNHSRKP-AP93.DelphiDrive.com / NLNHSRKP-AP94.DelphiDrive.com","","2025-09-05 00:30:58","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

1) We will power on the servers 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

5 Mins . It included in the scheduled window. 
","10671 - Amsterdam CoLocation","2025-09-01 08:13:51","Hardware","Windows Server","Successful","2025-09-06 02:41:30"
"CHG0529509","EMEA - Uninstall SQL Server software from server - DENILFT-FP02.phinia.local ","","2025-09-05 05:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan. 
SQL Databases are already taken offline and no issues observed.
 SQL Server to be uninstalled from the server

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
In case of issues, SQL Server will need to be Installed and databases to be restored from the last backups that was taken.
","00202 - Blois - France","2025-08-28 12:42:26","Hardware","Windows Server","Successful","2025-09-15 07:47:35"
"CHG0529570","Migrate ""PLKRAP-AP07"" & ""PLKRAP-AP08"" in  Krakow from old infra (HPE & NetApp) to new infra (VxRail & PowerStore) ","Chava, Sri","2025-09-05 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Power OFF the new migrated copy of the server from destination vCenter ""usflmiap-ms07.phinia.local"" and Power ON the server on the source vCenter ""usflmiap-ms06.delphidrive.com"" 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

10 Hours 
","20028 - Technical Center Krakow","2025-09-03 15:30:34","Hardware","All Servers","Successful","2025-10-10 12:33:55"
"CHG0529493","Pre-Approved Apply MS Security patches (AUG-2025) on DT  Bigfix infra prod server - Reboot required","","2025-09-05 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only. ","10671 - Amsterdam CoLocation","2025-08-25 18:51:17","Hardware","Windows Server","Successful","2025-09-08 11:16:28"
"CHG0529494","Enterprise- Pre-Approved Apply MS Security patches (Sep-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-09-12 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-08-25 19:15:45","Hardware","Windows Server","Successful","2025-09-24 10:40:10"
"CHG0529497","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM -September 2025","Chava, Sri","2025-09-14 00:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included
","20005 - Azure Europe West","2025-08-26 06:38:48","Hardware","Windows Server","Successful","2025-09-24 09:24:50"
"CHG0529659","SCTSK5360006 || NLNHSRKD-AP03 || Decommission ","","2025-09-17 05:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Powered ON the server from VCenter. Validate health check and handover to user during decommission time window.
If the activity falls outside the decommission window, we'll coordinate with the Backup team to take the backup, perform a health check, and then hand over the server to the user.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Yes","10671 - Amsterdam CoLocation","2025-09-11 08:04:20","Hardware","Other","Successful","2025-10-31 17:13:19"
"CHG0529321","Update to PHINIA GSIP environment for Europe sites using BT SBCs/SIP trunks","Gauthier, Guillaume, Bagde, Nutan","2025-09-17 14:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
If there are issues that can't be fixed, phone numbers will be moved back to old GSIP environment.
Q. What is the duration required to perform the back out plan and is it included in the scheduled window?  
About 1 hour per site and it is included in the scheduled window.","00202 - Blois - France","2025-08-08 17:39:16","Software","ADM Applications","Successful","2025-09-25 04:29:49"
"CHG0529434","Update to PHINIA GSIP environment for Europe sites using BT SBCs/SIP trunks","Gauthier, Guillaume, Proyer, Damon, Wojcik, Rafal","2025-09-18 14:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
If there are issues that can't be fixed, phone numbers will be moved back to old GSIP environment.
Q. What is the duration required to perform the back out plan and is it included in the scheduled window?  
About 1 hour per site and it is included in the scheduled window.","10610 - Warwick - United Kingdom","2025-08-18 17:10:28","Software","ADM Applications","Successful","2025-09-25 04:30:41"
"CHG0529733","EMEA- Blois - Rebooting Access Switch - 202-FR-SWA0232-L2-C09 at Blois Site","","2025-09-20 03:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
No back out plan for this activity - this is break fix change

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
NA - reboot of switch will take 15 mins
","00202 - Blois - France","2025-09-18 07:36:13","Network","IP Switch","Successful","2025-09-22 05:36:23"
"CHG0529735","EMEA- Blois - Rebooting Access Switch - 202-FR-SWA0232-L2-C09 at Blois Site - Child","","2025-09-20 03:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
No back out plan for this activity - this is break fix change

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
NA - reboot of switch will take 15 mins
","00202 - Blois - France","2025-09-18 08:05:13","Network","IP Switch","Successful","2025-09-22 05:37:55"
"CHG0529764","ROBUHP-DP01 server is down due to hardware failure, we have raise case in Dell SR / CASE Number / Specific Identifier: 215835261","Cucia, Lucian Sebastian","2025-09-22 10:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
NA - server is already down

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
NA
","10657 - Bucharest - Romania","2025-09-19 09:15:43","Hardware","Windows Server","Successful","2025-10-14 05:58:56"
"CHG0529725","Enterprise: Pre- Approved: Apply MS Security patches (Sep- 2025) on Production Servers (4th weekend)- Reboot required","","2025-09-26 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-09-17 21:30:23","Hardware","Windows Server","Successful","2025-10-01 12:17:15"
"CHG0529793","EMEA -Upgrading SQL Instance from 2017 Version to SQL 2022 in existing Dev Environment - Single PSP LTIM change","Gauthier, Guillaume","2025-09-27 01:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
   Dev Environment - Will take a VM Snapshot if any issues will restore the original VM Snapshot - Backout plan

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
     YES
","10671 - Amsterdam CoLocation","2025-09-23 05:26:10","Hardware","Windows Server","Successful","2025-10-02 07:24:28"
"CHG0529806","EMEA - 20028 Technical Center Krakow - Power Outage - Multi-PSP (LTIM Child change)","","2025-09-27 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
In case the change cannot be completed or issues arise, power will be restored by safely re-energizing the main systems and stopping all maintenance activities.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hour","20028 - Technical Center Krakow","2025-09-23 11:03:51","Hardware","Other","Successful","2025-09-29 15:53:58"
"CHG0529797","EMEA - 20028 Technical Center Krakow - Power Outage - Multi-PSP (PHINIA Parent change)","","2025-09-27 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
In case the change cannot be completed or issues arise, power will be restored by safely re-energizing the main systems and stopping all maintenance activities.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hour","20028 - Technical Center Krakow","2025-09-23 10:56:31","Hardware","Other","Successful","2025-10-02 06:05:34"
"CHG0529723","EMEA - Gillingham EDI switch from GXS to SeeBurger - Multi PSP - PHINIA Change","","2025-09-30 15:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Changes would need to be reverted at 19:00 on 01/10/2025

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Yes","10610 - Warwick - United Kingdom","2025-09-17 08:59:27","Software","ADM Applications","Successful","2025-11-07 11:39:17"
"CHG0527280","Global - GKO- CP4I certificates and URL configuration in PH1 landscape - Single PSP DXC Change","","2025-10-02 13:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Revert the changes made.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
30 mins (YES)","20005 - Azure Europe West","2025-02-25 09:10:31","Hardware","All Servers","Successful","2025-11-07 05:57:08"
"CHG0529519","Pre-Approved Apply MS Security patches (Oct-2025) on DT  Bigfix infra prod server - Reboot required","","2025-10-03 22:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only. ","10671 - Amsterdam CoLocation","2025-08-29 21:24:39","Hardware","Windows Server","Successful","2025-10-07 10:05:53"
"CHG0529616","EMEA-Oracle database patching - BTPI, SPCBL on frblpda04 and frblpda05 - Single PSP","","2025-10-04 03:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Rollback the patch applied on Oracle_home binaries and Oracle databases

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hours
","00202 - Blois - France","2025-09-08 10:40:47","Hardware","Linux Server","Successful","2025-10-06 09:04:01"
"CHG0529842","EMEA -Oracle Database patching on ROIADB01 DB server - Single-PSP","","2025-10-04 09:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Rollback the patch applied on Oracle_home binaries and Oracle databases

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 Hours","10304 - Iasi - Romania","2025-09-26 05:57:55","Hardware","Linux Server","Successful","2025-10-07 06:26:55"
"CHG0529897","EMEA - Take reboot of the mentioned servers of Amsterdam DC as they are in hung state.","Chava, Sri","2025-10-05 00:30:06","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
      Restore server from backup

Q. What is the duration required to perform the back-out plan and is it included in the scheduled window?  
       It is not included","10671 - Amsterdam CoLocation","2025-10-03 06:34:19","Software","Other","Successful","2025-10-10 07:27:34"
"CHG0529830","SCTSK5362971 || NLNHSRKP-WW13 and NLNHSRKP-AP73 || Decommission ","Chava, Sri","2025-10-09 05:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Powered ON the server from VCenter. Validate health check and handover to user during decommission time window.
If the activity falls outside the decommission window, we'll coordinate with the Backup team to take the backup, perform a health check, and then hand over the server to the user.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Yes","10671 - Amsterdam CoLocation","2025-09-25 09:42:23","Hardware","Other","Successful","2025-10-30 05:55:26"
"CHG0527920","Enterprise: New RFC Destination and TRFC Port-OUT09  in SAP PH1-Single PSP LTIM change","","2025-10-09 13:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Revert the changes made.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
30 mins (YES)","20005 - Azure Europe West","2025-04-10 07:41:38","Hardware","All Servers","Successful","2025-11-10 07:08:52"
